Combination_Index,C,gamma,epsilon,R2
749,0.31622776601683794,0.0011288378916846883,0.2,-0.012889876842189008
750,0.31622776601683794,0.0011288378916846883,0.5,-0.012889876842189008
751,0.31622776601683794,0.00206913808111479,0.001,-0.007833395848923175
752,0.31622776601683794,0.00206913808111479,0.01,-0.007833395848923175
753,0.31622776601683794,0.00206913808111479,0.05,-0.007833395848923175
754,0.31622776601683794,0.00206913808111479,0.1,-0.007833395848923175
755,0.31622776601683794,0.00206913808111479,0.2,-0.007833395848923175
756,0.31622776601683794,0.00206913808111479,0.5,-0.007827656615392975
757,0.31622776601683794,0.00379269019073225,0.001,0.0015321759096145193
758,0.31622776601683794,0.00379269019073225,0.01,0.0015321759096145193
759,0.31622776601683794,0.00379269019073225,0.05,0.0015321759096145193
760,0.31622776601683794,0.00379269019073225,0.1,0.0015321759096145193
761,0.31622776601683794,0.00379269019073225,0.2,0.0015321759096145193
762,0.31622776601683794,0.00379269019073225,0.5,0.0015321759096145193
763,0.31622776601683794,0.0069519279617756054,0.001,0.013961151364987323
764,0.31622776601683794,0.0069519279617756054,0.01,0.013961151364987212
765,0.31622776601683794,0.0069519279617756054,0.05,0.013961151364987212
766,0.31622776601683794,0.0069519279617756054,0.1,0.013961151364987212
767,0.31622776601683794,0.0069519279617756054,0.2,0.013961151364987212
768,0.31622776601683794,0.0069519279617756054,0.5,0.013961151364987323
769,0.31622776601683794,0.012742749857031334,0.001,0.03118665366456297
770,0.31622776601683794,0.012742749857031334,0.01,0.03118665366456297
771,0.31622776601683794,0.012742749857031334,0.05,0.03118665366456297
772,0.31622776601683794,0.012742749857031334,0.1,0.03118665366456297
773,0.31622776601683794,0.012742749857031334,0.2,0.03118665366456297
774,0.31622776601683794,0.012742749857031334,0.5,0.03118665366456297
775,0.31622776601683794,0.023357214690901212,0.001,0.04552737507738602
776,0.31622776601683794,0.023357214690901212,0.01,0.045527375077386134
777,0.31622776601683794,0.023357214690901212,0.05,0.045527375077386356
778,0.31622776601683794,0.023357214690901212,0.1,0.045527375077386356
779,0.31622776601683794,0.023357214690901212,0.2,0.045528664382434525
780,0.31622776601683794,0.023357214690901212,0.5,0.04551114230703979
781,0.31622776601683794,0.04281332398719392,0.001,0.048871289304231014
782,0.31622776601683794,0.04281332398719392,0.01,0.048871289304231014
783,0.31622776601683794,0.04281332398719392,0.05,0.048871289304231014
784,0.31622776601683794,0.04281332398719392,0.1,0.0488727166113927
785,0.31622776601683794,0.04281332398719392,0.2,0.048894546305453535
786,0.31622776601683794,0.04281332398719392,0.5,0.04890914920308842
787,0.31622776601683794,0.07847599703514607,0.001,0.034450953414545626
788,0.31622776601683794,0.07847599703514607,0.01,0.034450953414545626
789,0.31622776601683794,0.07847599703514607,0.05,0.034450953414545626
790,0.31622776601683794,0.07847599703514607,0.1,0.034450953414545626
791,0.31622776601683794,0.07847599703514607,0.2,0.034450953414545626
792,0.31622776601683794,0.07847599703514607,0.5,0.034450953414545626
793,0.31622776601683794,0.14384498882876628,0.001,0.013153256426373772
794,0.31622776601683794,0.14384498882876628,0.01,0.013153256426373772
795,0.31622776601683794,0.14384498882876628,0.05,0.013153256426373772
796,0.31622776601683794,0.14384498882876628,0.1,0.013153256426373772
797,0.31622776601683794,0.14384498882876628,0.2,0.013153256426373772
798,0.31622776601683794,0.14384498882876628,0.5,0.013153256426373772
799,0.31622776601683794,0.26366508987303583,0.001,-0.004163064523615034
800,0.31622776601683794,0.26366508987303583,0.01,-0.004163064523615034
801,0.31622776601683794,0.26366508987303583,0.05,-0.004163064523615034
802,0.31622776601683794,0.26366508987303583,0.1,-0.004163064523615034
803,0.31622776601683794,0.26366508987303583,0.2,-0.004163064523615034
804,0.31622776601683794,0.26366508987303583,0.5,-0.004161324037218472
805,0.31622776601683794,0.4832930238571752,0.001,-0.014230257189864481
806,0.31622776601683794,0.4832930238571752,0.01,-0.014230257189864481
807,0.31622776601683794,0.4832930238571752,0.05,-0.014230257189864481
808,0.31622776601683794,0.4832930238571752,0.1,-0.014230257189864481
809,0.31622776601683794,0.4832930238571752,0.2,-0.014230257189864481
810,0.31622776601683794,0.4832930238571752,0.5,-0.014229997705519803
811,0.31622776601683794,0.8858667904100823,0.001,-0.018547144481310784
812,0.31622776601683794,0.8858667904100823,0.01,-0.018547144481310784
813,0.31622776601683794,0.8858667904100823,0.05,-0.018547144481310784
814,0.31622776601683794,0.8858667904100823,0.1,-0.018547141067038586
815,0.31622776601683794,0.8858667904100823,0.2,-0.01854708151579665
816,0.31622776601683794,0.8858667904100823,0.5,-0.01854695616810975
817,0.31622776601683794,1.623776739188721,0.001,-0.020081995885501414
818,0.31622776601683794,1.623776739188721,0.01,-0.020081995885501414
819,0.31622776601683794,1.623776739188721,0.05,-0.020081994212366894
820,0.31622776601683794,1.623776739188721,0.1,-0.02008198825807317
821,0.31622776601683794,1.623776739188721,0.2,-0.020081976349517916
822,0.31622776601683794,1.623776739188721,0.5,-0.020081958227403884
823,0.31622776601683794,2.9763514416313193,0.001,-0.020571460698387112
824,0.31622776601683794,2.9763514416313193,0.01,-0.020571460698387112
825,0.31622776601683794,2.9763514416313193,0.05,-0.02057146052712322
826,0.31622776601683794,2.9763514416313193,0.1,-0.020571460228141714
827,0.31622776601683794,2.9763514416313193,0.2,-0.020571459630178257
828,0.31622776601683794,2.9763514416313193,0.5,-0.02057145880746103
829,0.31622776601683794,5.455594781168514,0.001,-0.020710592500382097
830,0.31622776601683794,5.455594781168514,0.01,-0.020710592500382097
831,0.31622776601683794,5.455594781168514,0.05,-0.02071059249964602
832,0.31622776601683794,5.455594781168514,0.1,-0.020710592498435654
833,0.31622776601683794,5.455594781168514,0.2,-0.020710592496015146
834,0.31622776601683794,5.455594781168514,0.5,-0.02071059249272733
835,0.31622776601683794,10.0,0.001,-0.020743658570256063
836,0.31622776601683794,10.0,0.01,-0.020743658570256063
837,0.31622776601683794,10.0,0.05,-0.020743658570256063
838,0.31622776601683794,10.0,0.1,-0.020743658570256063
839,0.31622776601683794,10.0,0.2,-0.02074365857025584
840,0.31622776601683794,10.0,0.5,-0.02074365857025584
841,0.5623413251903491,0.0001,0.001,-0.019447605727504813
842,0.5623413251903491,0.0001,0.01,-0.019447605727505035
843,0.5623413251903491,0.0001,0.05,-0.019447605727504813
844,0.5623413251903491,0.0001,0.1,-0.019447605727504813
845,0.5623413251903491,0.0001,0.2,-0.019447605727504813
846,0.5623413251903491,0.0001,0.5,-0.019447605727504813
847,0.5623413251903491,0.00018329807108324357,0.001,-0.018373797685657722
848,0.5623413251903491,0.00018329807108324357,0.01,-0.018373797685657722
849,0.5623413251903491,0.00018329807108324357,0.05,-0.018373797685657722
850,0.5623413251903491,0.00018329807108324357,0.1,-0.018373797685657722
851,0.5623413251903491,0.00018329807108324357,0.2,-0.018373797685657722
852,0.5623413251903491,0.00018329807108324357,0.5,-0.018373797685657722
853,0.5623413251903491,0.0003359818286283781,0.001,-0.0164311174544971
854,0.5623413251903491,0.0003359818286283781,0.01,-0.0164311174544971
855,0.5623413251903491,0.0003359818286283781,0.05,-0.0164311174544971
856,0.5623413251903491,0.0003359818286283781,0.1,-0.0164311174544971
857,0.5623413251903491,0.0003359818286283781,0.2,-0.0164311174544971
858,0.5623413251903491,0.0003359818286283781,0.5,-0.016431117454497324
859,0.5623413251903491,0.0006158482110660267,0.001,-0.012947252333404657
860,0.5623413251903491,0.0006158482110660267,0.01,-0.012947252333404657
861,0.5623413251903491,0.0006158482110660267,0.05,-0.01294725233340488
862,0.5623413251903491,0.0006158482110660267,0.1,-0.01294725233340488
863,0.5623413251903491,0.0006158482110660267,0.2,-0.012947252333404657
864,0.5623413251903491,0.0006158482110660267,0.5,-0.01294725233340488
865,0.5623413251903491,0.0011288378916846883,0.001,-0.0077005770770788295
866,0.5623413251903491,0.0011288378916846883,0.01,-0.0077005770770788295
867,0.5623413251903491,0.0011288378916846883,0.05,-0.0077005770770788295
868,0.5623413251903491,0.0011288378916846883,0.1,-0.0077005770770788295
869,0.5623413251903491,0.0011288378916846883,0.2,-0.0077005770770788295
870,0.5623413251903491,0.0011288378916846883,0.5,-0.007694800901999477
871,0.5623413251903491,0.00206913808111479,0.001,0.0023459321902565833
872,0.5623413251903491,0.00206913808111479,0.01,0.0023459321902565833
873,0.5623413251903491,0.00206913808111479,0.05,0.0023459321902565833
874,0.5623413251903491,0.00206913808111479,0.1,0.0023459321902564723
875,0.5623413251903491,0.00206913808111479,0.2,0.0023459321902564723
876,0.5623413251903491,0.00206913808111479,0.5,0.0023459321902564723
877,0.5623413251903491,0.00379269019073225,0.001,0.017627911400658447
878,0.5623413251903491,0.00379269019073225,0.01,0.017627911400658447
879,0.5623413251903491,0.00379269019073225,0.05,0.017616645916257445
880,0.5623413251903491,0.00379269019073225,0.1,0.01759760860064119
881,0.5623413251903491,0.00379269019073225,0.2,0.017592242715022688
882,0.5623413251903491,0.00379269019073225,0.5,0.017592242715022688
883,0.5623413251903491,0.0069519279617756054,0.001,0.04043617012181333
884,0.5623413251903491,0.0069519279617756054,0.01,0.04043617012181333
885,0.5623413251903491,0.0069519279617756054,0.05,0.04043617012181333
886,0.5623413251903491,0.0069519279617756054,0.1,0.04043617012181333
887,0.5623413251903491,0.0069519279617756054,0.2,0.04043642185716867
888,0.5623413251903491,0.0069519279617756054,0.5,0.04044651991192105
889,0.5623413251903491,0.012742749857031334,0.001,0.06864128719921836
890,0.5623413251903491,0.012742749857031334,0.01,0.06863946548116084
891,0.5623413251903491,0.012742749857031334,0.05,0.06863136856534724
892,0.5623413251903491,0.012742749857031334,0.1,0.06862150589310179
893,0.5623413251903491,0.012742749857031334,0.2,0.06859260153199043
894,0.5623413251903491,0.012742749857031334,0.5,0.06849975087740745
895,0.5623413251903491,0.023357214690901212,0.001,0.09287623043876447
896,0.5623413251903491,0.023357214690901212,0.01,0.09287690348167432
897,0.5623413251903491,0.023357214690901212,0.05,0.09288595637661501
898,0.5623413251903491,0.023357214690901212,0.1,0.09289727177042051
899,0.5623413251903491,0.023357214690901212,0.2,0.09291990014179574
900,0.5623413251903491,0.023357214690901212,0.5,0.09292490987294588
901,0.5623413251903491,0.04281332398719392,0.001,0.09710457320739818
902,0.5623413251903491,0.04281332398719392,0.01,0.09710457320739818
903,0.5623413251903491,0.04281332398719392,0.05,0.09710457320739818
904,0.5623413251903491,0.04281332398719392,0.1,0.09710457320739818
905,0.5623413251903491,0.04281332398719392,0.2,0.09710457320739818
906,0.5623413251903491,0.04281332398719392,0.5,0.09710457320739807
907,0.5623413251903491,0.07847599703514607,0.001,0.0739624808480911
908,0.5623413251903491,0.07847599703514607,0.01,0.07396426566756664
909,0.5623413251903491,0.07847599703514607,0.05,0.07397219803195276
910,0.5623413251903491,0.07847599703514607,0.1,0.07398211310489755
911,0.5623413251903491,0.07847599703514607,0.2,0.07400672610561332
912,0.5623413251903491,0.07847599703514607,0.5,0.07410046875930698
913,0.5623413251903491,0.14384498882876628,0.001,0.037846199810012804
914,0.5623413251903491,0.14384498882876628,0.01,0.03784590154049061
915,0.5623413251903491,0.14384498882876628,0.05,0.03784457587412127
916,0.5623413251903491,0.14384498882876628,0.1,0.03784291873594392
917,0.5623413251903491,0.14384498882876628,0.2,0.03783960427553956
918,0.5623413251903491,0.14384498882876628,0.5,0.0378917365543292
919,0.5623413251903491,0.26366508987303583,0.001,0.008880220880704504
920,0.5623413251903491,0.26366508987303583,0.01,0.008880220880704504
921,0.5623413251903491,0.26366508987303583,0.05,0.008880220880704726
922,0.5623413251903491,0.26366508987303583,0.1,0.008880220880704504
923,0.5623413251903491,0.26366508987303583,0.2,0.008880220880704726
924,0.5623413251903491,0.26366508987303583,0.5,0.008875249093120208
925,0.5623413251903491,0.4832930238571752,0.001,-0.009521824556187886
926,0.5623413251903491,0.4832930238571752,0.01,-0.009521822223069742
927,0.5623413251903491,0.4832930238571752,0.05,-0.009521811854405149
928,0.5623413251903491,0.4832930238571752,0.1,-0.009521798895292033
929,0.5623413251903491,0.4832930238571752,0.2,-0.009521775551500022
930,0.5623413251903491,0.4832930238571752,0.5,-0.009521775551499578
931,0.5623413251903491,0.8858667904100823,0.001,-0.016834409733324396
932,0.5623413251903491,0.8858667904100823,0.01,-0.016834404375097867
933,0.5623413251903491,0.8858667904100823,0.05,-0.016834380560889706
934,0.5623413251903491,0.8858667904100823,0.1,-0.01683435079343254
935,0.5623413251903491,0.8858667904100823,0.2,-0.016834291259528733
936,0.5623413251903491,0.8858667904100823,0.5,-0.01683413133238143
937,0.5623413251903491,1.623776739188721,0.001,-0.019560642537075346
938,0.5623413251903491,1.623776739188721,0.01,-0.019560641465488082
939,0.5623413251903491,1.623776739188721,0.05,-0.01956063670288266
940,0.5623413251903491,1.623776739188721,0.1,-0.019560630749635433
941,0.5623413251903491,1.623776739188721,0.2,-0.019560618843173616
942,0.5623413251903491,1.623776739188721,0.5,-0.019560599204729634
943,0.5623413251903491,2.9763514416313193,0.001,-0.02043073011590879
944,0.5623413251903491,2.9763514416313193,0.01,-0.020430730062096503
945,0.5623413251903491,2.9763514416313193,0.05,-0.020430729822930926
946,0.5623413251903491,2.9763514416313193,0.1,-0.02043072952397429
947,0.5623413251903491,2.9763514416313193,0.2,-0.02043072892606035
948,0.5623413251903491,2.9763514416313193,0.5,-0.020430728095004902
949,0.5623413251903491,5.455594781168514,0.001,-0.02067811667970587
950,0.5623413251903491,5.455594781168514,0.01,-0.020678116679487824
951,0.5623413251903491,5.455594781168514,0.05,-0.02067811667851971
952,0.5623413251903491,5.455594781168514,0.1,-0.020678116677309344
953,0.5623413251903491,5.455594781168514,0.2,-0.020678116674888836
954,0.5623413251903491,5.455594781168514,0.5,-0.020678116671600355
955,0.5623413251903491,10.0,0.001,-0.020736914863742628
956,0.5623413251903491,10.0,0.01,-0.020736914863742628
957,0.5623413251903491,10.0,0.05,-0.020736914863742628
958,0.5623413251903491,10.0,0.1,-0.020736914863742406
959,0.5623413251903491,10.0,0.2,-0.020736914863742406
960,0.5623413251903491,10.0,0.5,-0.020736914863742184
961,1.0,0.0001,0.001,-0.018433295451943277
962,1.0,0.0001,0.01,-0.018433295451943277
963,1.0,0.0001,0.05,-0.018433295451943277
964,1.0,0.0001,0.1,-0.018433295451943277
965,1.0,0.0001,0.2,-0.018433295451943277
966,1.0,0.0001,0.5,-0.018433295451943277
967,1.0,0.00018329807108324357,0.001,-0.016526374862435578
968,1.0,0.00018329807108324357,0.01,-0.016526374862435578
969,1.0,0.00018329807108324357,0.05,-0.016526374862435578
970,1.0,0.00018329807108324357,0.1,-0.016526374862435578
971,1.0,0.00018329807108324357,0.2,-0.016526374862435578
972,1.0,0.00018329807108324357,0.5,-0.016526374862435578
973,1.0,0.0003359818286283781,0.001,-0.013080338471018527
974,1.0,0.0003359818286283781,0.01,-0.013080338471018527
975,1.0,0.0003359818286283781,0.05,-0.013080338471018527
976,1.0,0.0003359818286283781,0.1,-0.013080338471018527
977,1.0,0.0003359818286283781,0.2,-0.013080338471018527
978,1.0,0.0003359818286283781,0.5,-0.013080338471018527
979,1.0,0.0006158482110660267,0.001,-0.007808818522734073
980,1.0,0.0006158482110660267,0.01,-0.007808818522734073
981,1.0,0.0006158482110660267,0.05,-0.007808818522734073
982,1.0,0.0006158482110660267,0.1,-0.007808818522734073
983,1.0,0.0006158482110660267,0.2,-0.007803098104607331
984,1.0,0.0006158482110660267,0.5,-0.007803098104607331
985,1.0,0.0011288378916846883,0.001,0.0025559901562544063
986,1.0,0.0011288378916846883,0.01,0.0025559901562544063
987,1.0,0.0011288378916846883,0.05,0.0025559901562544063
988,1.0,0.0011288378916846883,0.1,0.0025559901562544063
989,1.0,0.0011288378916846883,0.2,0.0025559901562544063
990,1.0,0.0011288378916846883,0.5,0.0025559901562544063
991,1.0,0.00206913808111479,0.001,0.019255569559706753
992,1.0,0.00206913808111479,0.01,0.019255569559706753
993,1.0,0.00206913808111479,0.05,0.019255569559706753
994,1.0,0.00206913808111479,0.1,0.019255569559706753
995,1.0,0.00206913808111479,0.2,0.019255569559706753
996,1.0,0.00206913808111479,0.5,0.019292834059545294
997,1.0,0.00379269019073225,0.001,0.04589524392676303
998,1.0,0.00379269019073225,0.01,0.04589524392676303
999,1.0,0.00379269019073225,0.05,0.04589524392676303
1000,1.0,0.00379269019073225,0.1,0.04589524392676303
1001,1.0,0.00379269019073225,0.2,0.04589524392676303
1002,1.0,0.00379269019073225,0.5,0.04589524392676303
1003,1.0,0.0069519279617756054,0.001,0.0852384552542137
1004,1.0,0.0069519279617756054,0.01,0.0852384552542137
1005,1.0,0.0069519279617756054,0.05,0.0852384552542137
1006,1.0,0.0069519279617756054,0.1,0.0852384552542137
1007,1.0,0.0069519279617756054,0.2,0.0852384552542137
1008,1.0,0.0069519279617756054,0.5,0.0852384552542137
1009,1.0,0.012742749857031334,0.001,0.13092060666901462
1010,1.0,0.012742749857031334,0.01,0.13092060666901462
1011,1.0,0.012742749857031334,0.05,0.13092060666901462
1012,1.0,0.012742749857031334,0.1,0.13092013185075357
1013,1.0,0.012742749857031334,0.2,0.13091155884648753
1014,1.0,0.012742749857031334,0.5,0.1308961947111893
1015,1.0,0.023357214690901212,0.001,0.1717152099218131
1016,1.0,0.023357214690901212,0.01,0.1717164947721307
1017,1.0,0.023357214690901212,0.05,0.1717222049331989
1018,1.0,0.023357214690901212,0.1,0.171729341980685
1019,1.0,0.023357214690901212,0.2,0.17174361389616055
1020,1.0,0.023357214690901212,0.5,0.1716958001772021
1021,1.0,0.04281332398719392,0.001,0.18152533584892816
1022,1.0,0.04281332398719392,0.01,0.18152323148104932
1023,1.0,0.04281332398719392,0.05,0.18151388096561205
1024,1.0,0.04281332398719392,0.1,0.18150227591138246
1025,1.0,0.04281332398719392,0.2,0.18147692706683283
1026,1.0,0.04281332398719392,0.5,0.18139063269548772
1027,1.0,0.07847599703514607,0.001,0.14365458751127014
1028,1.0,0.07847599703514607,0.01,0.14365354989721058
1029,1.0,0.07847599703514607,0.05,0.14364893823419778
1030,1.0,0.07847599703514607,0.1,0.14364317355218248
1031,1.0,0.07847599703514607,0.2,0.1436316438439882
1032,1.0,0.07847599703514607,0.5,0.14357662434802143
1033,1.0,0.14384498882876628,0.001,0.07869182310649481
1034,1.0,0.14384498882876628,0.01,0.0786910145283557
1035,1.0,0.14384498882876628,0.05,0.07868742079365787
1036,1.0,0.14384498882876628,0.1,0.07868292850112335
1037,1.0,0.14384498882876628,0.2,0.07867394350218149
1038,1.0,0.14384498882876628,0.5,0.07871068746014509
1039,1.0,0.26366508987303583,0.001,0.029166428765761587
1040,1.0,0.26366508987303583,0.01,0.029166428765761587
1041,1.0,0.26366508987303583,0.05,0.029166428765761587
1042,1.0,0.26366508987303583,0.1,0.029166428765761587
1043,1.0,0.26366508987303583,0.2,0.029166428765761587
1044,1.0,0.26366508987303583,0.5,0.029166428765761587
1045,1.0,0.4832930238571752,0.001,-0.0003619187991039663
1046,1.0,0.4832930238571752,0.01,-0.00036193282702590146
1047,1.0,0.4832930238571752,0.05,-0.00036199517609580845
1048,1.0,0.4832930238571752,0.1,-0.0003620731187468085
1049,1.0,0.4832930238571752,0.2,-0.00035297960030078457
1050,1.0,0.4832930238571752,0.5,-0.00030324795191138953
1051,1.0,0.8858667904100823,0.001,-0.013796304159787054
1052,1.0,0.8858667904100823,0.01,-0.013796298804335194
1053,1.0,0.8858667904100823,0.05,-0.013796275002460057
1054,1.0,0.8858667904100823,0.1,-0.013796245250418782
1055,1.0,0.8858667904100823,0.2,-0.013796185747347423
1056,1.0,0.8858667904100823,0.5,-0.013796007246215547
1057,1.0,1.623776739188721,0.001,-0.01863432960075606
1058,1.0,1.623776739188721,0.01,-0.018634328529504085
1059,1.0,1.623776739188721,0.05,-0.01863432376838725
1060,1.0,1.623776739188721,0.1,-0.0186343178170012
1061,1.0,1.623776739188721,0.2,-0.01863430591426174
1062,1.0,1.623776739188721,0.5,-0.018634283580681865
1063,1.0,2.9763514416313193,0.001,-0.020180543008365248
1064,1.0,2.9763514416313193,0.01,-0.020180542954560954
1065,1.0,2.9763514416313193,0.05,-0.020180542715430683
1066,1.0,2.9763514416313193,0.1,-0.020180542416517788
1067,1.0,2.9763514416313193,0.2,-0.020180541818692443
1068,1.0,2.9763514416313193,0.5,-0.020180540972811967
1069,1.0,5.455594781168514,0.001,-0.020620372152595712
1070,1.0,5.455594781168514,0.01,-0.020620372152377886
1071,1.0,5.455594781168514,0.05,-0.02062037215140977
1072,1.0,5.455594781168514,0.1,-0.02062037215019963
1073,1.0,5.455594781168514,0.2,-0.020620372147778898
1074,1.0,5.455594781168514,0.5,-0.02062037214448953
1075,1.0,10.0,0.001,-0.020724923749829705
1076,1.0,10.0,0.01,-0.020724923749829705
1077,1.0,10.0,0.05,-0.020724923749829482
1078,1.0,10.0,0.1,-0.020724923749829482
1079,1.0,10.0,0.2,-0.020724923749829482
1080,1.0,10.0,0.5,-0.02072492374982926
1081,1.7782794100389228,0.0001,0.001,-0.016632001308891864
1082,1.7782794100389228,0.0001,0.01,-0.016632001308891864
1083,1.7782794100389228,0.0001,0.05,-0.016632001308891864
1084,1.7782794100389228,0.0001,0.1,-0.016632001308891864
1085,1.7782794100389228,0.0001,0.2,-0.016632001308891864
1086,1.7782794100389228,0.0001,0.5,-0.016632001308891864
1087,1.7782794100389228,0.00018329807108324357,0.001,-0.013249217680600056
1088,1.7782794100389228,0.00018329807108324357,0.01,-0.013249217680600056
1089,1.7782794100389228,0.00018329807108324357,0.05,-0.013249217680599834
1090,1.7782794100389228,0.00018329807108324357,0.1,-0.013249217680599834
1091,1.7782794100389228,0.00018329807108324357,0.2,-0.013249217680599834
1092,1.7782794100389228,0.00018329807108324357,0.5,-0.013249217680599834
1093,1.7782794100389228,0.0003359818286283781,0.001,-0.008047425219939841
1094,1.7782794100389228,0.0003359818286283781,0.01,-0.008047425219939841
1095,1.7782794100389228,0.0003359818286283781,0.05,-0.008047425219939841
1096,1.7782794100389228,0.0003359818286283781,0.1,-0.008047425219939841
1097,1.7782794100389228,0.0003359818286283781,0.2,-0.00804181063692666
1098,1.7782794100389228,0.0003359818286283781,0.5,-0.00804181063692666
1099,1.7782794100389228,0.0006158482110660267,0.001,0.002405653484350956
1100,1.7782794100389228,0.0006158482110660267,0.01,0.002405653484350956
1101,1.7782794100389228,0.0006158482110660267,0.05,0.002405653484350956
1102,1.7782794100389228,0.0006158482110660267,0.1,0.002405653484350956
1103,1.7782794100389228,0.0006158482110660267,0.2,0.002405653484350956
1104,1.7782794100389228,0.0006158482110660267,0.5,0.002405653484350956
1105,1.7782794100389228,0.0011288378916846883,0.001,0.0196847819492052
1106,1.7782794100389228,0.0011288378916846883,0.01,0.0196847819492052
1107,1.7782794100389228,0.0011288378916846883,0.05,0.0196847819492052
1108,1.7782794100389228,0.0011288378916846883,0.1,0.0196847819492052
1109,1.7782794100389228,0.0011288378916846883,0.2,0.0196847819492052
1110,1.7782794100389228,0.0011288378916846883,0.5,0.019712068919652825
1111,1.7782794100389228,0.00206913808111479,0.001,0.04819406658202796
1112,1.7782794100389228,0.00206913808111479,0.01,0.04819406658202796
1113,1.7782794100389228,0.00206913808111479,0.05,0.04819406658202796
1114,1.7782794100389228,0.00206913808111479,0.1,0.04819406658202796
1115,1.7782794100389228,0.00206913808111479,0.2,0.04819406658202796
1116,1.7782794100389228,0.00206913808111479,0.5,0.04818847506275614
1117,1.7782794100389228,0.00379269019073225,0.001,0.09389289253478772
1118,1.7782794100389228,0.00379269019073225,0.01,0.09389289253478772
1119,1.7782794100389228,0.00379269019073225,0.05,0.09389289253478772
1120,1.7782794100389228,0.00379269019073225,0.1,0.09389289253478772
1121,1.7782794100389228,0.00379269019073225,0.2,0.09390612854770353
1122,1.7782794100389228,0.00379269019073225,0.5,0.09384887713499435
1123,1.7782794100389228,0.0069519279617756054,0.001,0.15592061655914724
1124,1.7782794100389228,0.0069519279617756054,0.01,0.15592061655914724
1125,1.7782794100389228,0.0069519279617756054,0.05,0.15592061655914724
1126,1.7782794100389228,0.0069519279617756054,0.1,0.15592061655914724
1127,1.7782794100389228,0.0069519279617756054,0.2,0.15592061655914724
1128,1.7782794100389228,0.0069519279617756054,0.5,0.15595918496671368
1129,1.7782794100389228,0.012742749857031334,0.001,0.2302711597044823
1130,1.7782794100389228,0.012742749857031334,0.01,0.2302711597044823
1131,1.7782794100389228,0.012742749857031334,0.05,0.2302711597044822
1132,1.7782794100389228,0.012742749857031334,0.1,0.2302711597044822
1133,1.7782794100389228,0.012742749857031334,0.2,0.2302734857563522
1134,1.7782794100389228,0.012742749857031334,0.5,0.2303149769591163
1135,1.7782794100389228,0.023357214690901212,0.001,0.28785571373338514
1136,1.7782794100389228,0.023357214690901212,0.01,0.28785571373338514
1137,1.7782794100389228,0.023357214690901212,0.05,0.28785571373338514
1138,1.7782794100389228,0.023357214690901212,0.1,0.2878557137333849
1139,1.7782794100389228,0.023357214690901212,0.2,0.28785571373338514
1140,1.7782794100389228,0.023357214690901212,0.5,0.28788302070889227
1141,1.7782794100389228,0.04281332398719392,0.001,0.3003713977445287
1142,1.7782794100389228,0.04281332398719392,0.01,0.30037450522184816
1143,1.7782794100389228,0.04281332398719392,0.05,0.300388315752809
1144,1.7782794100389228,0.04281332398719392,0.1,0.30040557781596555
1145,1.7782794100389228,0.04281332398719392,0.2,0.3004400982737979
1146,1.7782794100389228,0.04281332398719392,0.5,0.30054363029944886
1147,1.7782794100389228,0.07847599703514607,0.001,0.2519263219387362
1148,1.7782794100389228,0.07847599703514607,0.01,0.25192527267671694
1149,1.7782794100389228,0.07847599703514607,0.05,0.2519206092214423
1150,1.7782794100389228,0.07847599703514607,0.1,0.25191477974502663
1151,1.7782794100389228,0.07847599703514607,0.2,0.2519031202677873
1152,1.7782794100389228,0.07847599703514607,0.5,0.2518681376408064
1153,1.7782794100389228,0.14384498882876628,0.001,0.14977823406135404
1154,1.7782794100389228,0.14384498882876628,0.01,0.14977823406135404
1155,1.7782794100389228,0.14384498882876628,0.05,0.14977823406135404
1156,1.7782794100389228,0.14384498882876628,0.1,0.14977823406135404
1157,1.7782794100389228,0.14384498882876628,0.2,0.14977823406135404
1158,1.7782794100389228,0.14384498882876628,0.5,0.14978049017724604
1159,1.7782794100389228,0.26366508987303583,0.001,0.06464146353401945
1160,1.7782794100389228,0.26366508987303583,0.01,0.0646422654392943
1161,1.7782794100389228,0.26366508987303583,0.05,0.06464582074459169
1162,1.7782794100389228,0.26366508987303583,0.1,0.0646502572340858
1163,1.7782794100389228,0.26366508987303583,0.2,0.06467133897253119
1164,1.7782794100389228,0.26366508987303583,0.5,0.06471075413592287
1165,1.7782794100389228,0.4832930238571752,0.001,0.015870080184996804
1166,1.7782794100389228,0.4832930238571752,0.01,0.015867536637165003
1167,1.7782794100389228,0.4832930238571752,0.05,0.01585622983445545
1168,1.7782794100389228,0.4832930238571752,0.1,0.01584209140476478
1169,1.7782794100389228,0.4832930238571752,0.2,0.01581379812437078
1170,1.7782794100389228,0.4832930238571752,0.5,0.01572878691508839
1171,1.7782794100389228,0.8858667904100823,0.001,-0.00880835287391446
1172,1.7782794100389228,0.8858667904100823,0.01,-0.008808355529311473
1173,1.7782794100389228,0.8858667904100823,0.05,-0.00880836733115209
1174,1.7782794100389228,0.8858667904100823,0.1,-0.00880838208362511
1175,1.7782794100389228,0.8858667904100823,0.2,-0.008808411589144027
1176,1.7782794100389228,0.8858667904100823,0.5,-0.008825879258146152
1177,1.7782794100389228,1.623776739188721,0.001,-0.016989636407581443
1178,1.7782794100389228,1.623776739188721,0.01,-0.016989635336925213
1179,1.7782794100389228,1.623776739188721,0.05,-0.01698963057845604
1180,1.7782794100389228,1.623776739188721,0.1,-0.016989624630379563
